sector,quarter,uncertainty_index
IT,2023Q4,0.06381431895207999
IT,2024Q1,0.06572013805272517
IT,2024Q2,0.06376983026996921
IT,2024Q3,0.06401462151489382
Industrials,2023Q4,0.06495764760705458
Industrials,2024Q1,0.0638286057836307
Industrials,2024Q2,0.06488778234749218
Industrials,2024Q3,0.06619550494797306
