sector,quarter,n_companies,lm_score_capwt,lm_score_eqwt,finbert_score_capwt,finbert_score_eqwt,gpt_score_norm_capwt,gpt_score_norm_eqwt,gpt_score_intensity_wt_capwt,gpt_score_intensity_wt_eqwt,lm_uncertainty_score_capwt,lm_uncertainty_score_eqwt
IT,2023Q4,100,0.13645397784087124,0.15301380308306217,0.35861985665217716,0.3623729549332043,0.33089997327044984,0.28573023865826974,0.8293375279002574,0.7207622069299842,0.06396138161213967,0.06355852864377481
IT,2024Q1,100,0.16588024332976725,0.15954923043791364,0.399247386011697,0.3910929603957246,0.3433636339026828,0.31480179008768183,0.8981313487002548,0.7870161618334413,0.06382950826968116,0.06558270429749247
IT,2024Q2,100,0.13145388157391155,0.1628932112014282,0.3818878072747695,0.3956458452975456,0.3308058795150757,0.3226568245486047,0.8406443154483225,0.8103270112525677,0.06878591750494352,0.06383902950872025
IT,2024Q3,100,0.14081635932692405,0.16604110242517334,0.40796719963127875,0.39734502918686004,0.3643565169256417,0.32309052113149817,0.9373289693803294,0.8175994706927334,0.06607230608032642,0.06467674137596385
Industrials,2023Q4,73,0.17029442191608857,0.16328944530617132,0.4083092788446776,0.4073912209446501,0.302696574470278,0.2910081094399967,0.7614296793262846,0.728255204924853,0.06507973500736655,0.06472724119677886
Industrials,2024Q1,74,0.16762498469265275,0.1633835028919041,0.4065308610559455,0.4031552805365106,0.30322920728187125,0.2914241587137661,0.751292050291326,0.7167527452944688,0.060604999690320516,0.06337320036079422
Industrials,2024Q2,74,0.1724988402133887,0.16475591093187206,0.41179670893554804,0.4071868478040867,0.31620799771554864,0.3035879111898001,0.7891457427431995,0.7606148392107522,0.06426244801264301,0.06432237696616556
Industrials,2024Q3,75,0.16210099678474707,0.1631095646743118,0.4045878182140104,0.3968668160821217,0.30490827803749115,0.29107798675153557,0.7586261076267204,0.7238182761799419,0.0663766493584741,0.06563047097935253
